"file","line","symbol","kind"
"js\mapa.js","1688","handleRutaAlertView","function"
"js\mapa.js","1713","fetchRutaAsignada","function"
"js\mapa.js","1748","drawRutaClienteLayer","function"
"js\mapa.js","1765","clearRutaClienteLayer","function"
"js\mapa.js","1777","normalizeRutaFeature","function"
"js\mapa.js","1798","handleServicioUpdate","function"
"js\mapa.js","1830","showFinishModal","function"
"js\mapa.js","1881","onPos","function"
"js\mapa.js","2027","showFollowControl","function"
"js\pwa.js","15","snackbar","arrow"
"js\pwa.js","16","notify","arrow"
"js\pwa.js","43","requestSkipWaiting","arrow"
"js\pwa.js","53","observeInstalling","arrow"
"js\pwa.js","59","listener","arrow"
"js\pwa.js","75","showInstallButton","function"
"js\pwa.js","98","hideInstallButton","function"
"js\registro-custodia.js","33","init","function"
"js\registro-custodia.js","47","initLoader","function"
"js\registro-custodia.js","69","injectLoaderStyles","function"
"js\registro-custodia.js","106","setLoaderVisible","function"
"js\registro-custodia.js","115","bindEmpresaSelect","function"
"js\registro-custodia.js","121","toggle","arrow"
"js\registro-custodia.js","138","setupSelfieIcon","function"
"js\registro-custodia.js","165","setupRealtimeValidation","function"
"js\registro-custodia.js","186","validateSingleField","function"
"js\registro-custodia.js","213","getFormSnapshot","function"
"js\registro-custodia.js","233","buildValidationRules","function"
"js\registro-custodia.js","269","bindFormSubmit","function"
"js\registro-custodia.js","309","bindSuccessButton","function"
"js\registro-custodia.js","317","collectFormData","function"
"js\registro-custodia.js","349","insertCustodia","function"
"js\registro-custodia.js","375","insertCustodiaLogin","function"
"js\registro-custodia.js","400","blobToHex","function"
"js\registro-custodia.js","410","markInvalid","function"
"js\registro-custodia.js","417","clearInvalid","function"
"js\registro-custodia.js","424","markValid","function"
"js\registro-custodia.js","431","setSelfieState","function"
"js\registro-custodia.js","454","setButtonLoading","function"
"js\registro-custodia.js","460","showMsg","function"
"js\registro-custodia.js","472","showSuccess","function"
"modules\alarma\alarma.js","101","isMobileDevice","function"
"modules\alarma\alarma.js","107","buildClientNotificationPayloadV2","function"
"modules\alarma\alarma.js","186","log","function"
"modules\alarma\alarma.js","192","warn","function"
"modules\alarma\alarma.js","197","error","function"
"modules\alarma\alarma.js","203","tryVibrate","function"
"modules\alarma\alarma.js","219","clip","function"
"modules\alarma\alarma.js","226","startKey","function"
"modules\alarma\alarma.js","230","panicKey","function"
"modules\alarma\alarma.js","263","normalizeEventType","function"
"modules\alarma\alarma.js","269","normalizeServicioTipo","function"
"modules\alarma\alarma.js","278","normalizeEmpresa","function"
"modules\alarma\alarma.js","283","normalizeUUID","function"
"modules\alarma\alarma.js","289","sanitizePayload","function"
"modules\alarma\alarma.js","331","validateRequired","function"
"modules\alarma\alarma.js","342","buildMetadataFromSanitized","function"
"modules\alarma\alarma.js","354","createEventRecord","function"
"modules\alarma\alarma.js","372","normalizeRecord","function"
"modules\alarma\alarma.js","401","expandEventRecord","function"
"modules\alarma\alarma.js","417","buildDbInsertPayload","function"
"modules\alarma\alarma.js","452","coerceDbServicioTipo","function"
"modules\alarma\alarma.js","477","normalizeDbServicioTipoCandidate","function"
"modules\alarma\alarma.js","489","ensureSupabase","function"
"modules\alarma\alarma.js","494","loadQueue","function"
"modules\alarma\alarma.js","507","persistQueue","function"
"modules\alarma\alarma.js","515","queueOffline","function"
"modules\alarma\alarma.js","523","flushQueue","function"
"modules\alarma\alarma.js","567","notify","function"
"modules\alarma\alarma.js","577","loadFlags","function"
"modules\alarma\alarma.js","589","persistFlags","function"
"modules\alarma\alarma.js","598","ensureSW","function"
"modules\alarma\alarma.js","611","handleSWMessage","function"
"modules\alarma\alarma.js","629","initBase","function"
"modules\alarma\alarma.js","644","initCustodia","function"
"modules\alarma\alarma.js","656","initAdmin","function"
"modules\alarma\alarma.js","666","setupEscShortcuts","function"
"modules\alarma\alarma.js","674","subscribe","function"
"modules\alarma\alarma.js","680","emit","function"
"modules\alarma\alarma.js","787","handlePostEmit","function"
"modules\alarma\alarma.js","810","triggerPush","function"
"modules\alarma\alarma.js","924","normalisePushType","function"
"modules\alarma\alarma.js","934","resolvePushAudience","function"
"modules\alarma\alarma.js","945","buildClientNotificationPayload","function"
"modules\alarma\alarma.js","995","setupRealtimeChannel","function"
"modules\alarma\alarma.js","1021","resolveIncomingType","function"
"modules\alarma\alarma.js","1030","handleIncomingEvent","function"
"modules\alarma\alarma.js","1072","highlightService","function"
"modules\alarma\alarma.js","1086","activatePanic","function"
"modules\alarma\alarma.js","1115","retryPanicAudioIfNeeded","function"
"modules\alarma\alarma.js","1129","ensureAudioCtx","function"
"modules\alarma\alarma.js","1144","attachAlertPrimer","function"
"modules\alarma\alarma.js","1151","handler","arrow"
"modules\alarma\alarma.js","1179","autoRequestAlerts","function"
"modules\alarma\alarma.js","1183","enableAlerts","function"
"modules\alarma\alarma.js","1238","ensureAudioGesture","function"
"modules\alarma\alarma.js","1245","primeAdminPermissions","function"
"modules\alarma\alarma.js","1277","wait","arrow"
"modules\alarma\alarma.js","1280","registerActiveNode","function"
"modules\alarma\alarma.js","1288","cleanupNodes","function"
"modules\alarma\alarma.js","1302","flushActiveNodes","function"
"modules\alarma\alarma.js","1315","nextSismateToken","function"
"modules\alarma\alarma.js","1320","isSismateActive","function"
"modules\alarma\alarma.js","1328","playSismateTone","function"
"modules\alarma\alarma.js","1341","createOsc","arrow"
"modules\alarma\alarma.js","1373","runSismateBlock","function"
"modules\alarma\alarma.js","1384","triggerSismateVibration","function"
"modules\alarma\alarma.js","1396","runSismateLoop","function"
"modules\alarma\alarma.js","1412","startSismateAlarm","function"
"modules\alarma\alarma.js","1446","stopSismateAlarm","function"
"modules\alarma\alarma.js","1465","sendPanicAck","function"
"modules\alarma\alarma.js","1543","buildPanicPhrase","function"
"modules\alarma\alarma.js","1548","speakPanicInterval","function"
"modules\alarma\alarma.js","1557","cancelPanicSpeech","function"
"modules\alarma\alarma.js","1563","speakSystemPhrase","function"
"modules\alarma\alarma.js","1591","playFallbackBeep","function"
"modules\alarma\alarma.js","1612","silencePanicOutputs","function"
"modules\alarma\alarma.js","1619","sirenaOn","function"
"modules\alarma\alarma.js","1624","sirenaOff","function"
"modules\alarma\alarma.js","1628","tts","function"
"modules\alarma\alarma.js","1653","ensureModal","function"
"modules\alarma\alarma.js","1700","closePanicModal","function"
"modules\alarma\alarma.js","1708","openPanicModal","function"
"modules\alarma\alarma.js","1740","formatPanicLocation","function"
"modules\alarma\alarma.js","1755","markPanicHandled","function"
"modules\alarma\alarma.js","1763","formatTime","function"
"modules\alarma\alarma.js","1777","startVoiceRecognition","function"
"modules\alarma\alarma.js","1779","stopVoiceRecognition","function"
"modules\alarma\alarma.js","1782","showToast","function"
"modules\alarma\alarma.js","1801","normalisePushRole","function"
"modules\alarma\alarma.js","1811","buildPushSubscriptionPayload","function"
"modules\alarma\alarma.js","1846","registerPush","function"
"modules\alarma\alarma.js","1947","urlBase64ToUint8Array","function"
"modules\alarma\alarma.js","1960","setLocation","function"
"modules\alarma\alarma.js","1964","reverseGeocode","function"
"modules\alarma\alarma.js","1980","ensureCheckinOverlay","function"
"modules\alarma\alarma.js","1991","ensureCheckinFeedback","function"
"modules\alarma\alarma.js","2009","hideCheckinFeedback","function"
"modules\alarma\alarma.js","2019","showCheckinFeedback","function"
"modules\alarma\alarma.js","2031","loadCheckinAudioArrayBuffer","function"
"modules\alarma\alarma.js","2049","ensureCheckinAudioBuffer","function"
"modules\alarma\alarma.js","2061","preloadCheckinAudio","function"
"modules\alarma\alarma.js","2068","startCheckinSpeechFallback","function"
"modules\alarma\alarma.js","2074","speak","arrow"
"modules\alarma\alarma.js","2090","startCheckinAudioLoop","function"
"modules\alarma\alarma.js","2129","stopCheckinAudioLoop","function"
"modules\alarma\alarma.js","2160","setCheckinStatus","function"
"modules\alarma\alarma.js","2168","clearCheckinStatus","function"
"modules\alarma\alarma.js","2172","showCheckinThanks","function"
"modules\alarma\alarma.js","2191","resetCheckinPromptUI","function"
"modules\alarma\alarma.js","2221","closeCheckinPanel","function"
"modules\alarma\alarma.js","2244","updateCheckinSoundButton","function"
"modules\alarma\alarma.js","2251","toggleCheckinSoundHint","function"
"modules\alarma\alarma.js","2258","loadCustodiaSessionSnapshot","function"
"modules\alarma\alarma.js","2266","populateCheckinPanel","function"
"modules\alarma\alarma.js","2359","openCheckinPrompt","function"
"modules\alarma\alarma.js","2394","getServicioIdFromPayload","function"
"modules\alarma\alarma.js","2404","clearCheckinReminder","function"
"modules\alarma\alarma.js","2413","scheduleCheckinReminder","function"
"modules\alarma\alarma.js","2444","ensureCheckinPanel","function"
"modules\alarma\alarma.js","2539","handleCheckinPrimaryAction","function"
"modules\alarma\alarma.js","2556","confirmCheckin","function"
"modules\alarma\alarma.js","2698","runQAProbes","function"
"netlify\functions\checkin-scheduler.js","33","minutesAgoIso","arrow"
"netlify\functions\checkin-scheduler.js","36","stringify","arrow"
"netlify\functions\checkin-scheduler.js","38","fetchAttemptMap","function"
"netlify\functions\checkin-scheduler.js","58","hasRecentMissed","function"
"netlify\functions\checkin-scheduler.js","79","recordCheckinEvent","function"
"netlify\functions\checkin-scheduler.js","98","recordMissedEvent","function"
"netlify\functions\checkin-scheduler.js","117","sendReminder","function"
"netlify\functions\checkin-scheduler.js","169","runScheduler","function"
"netlify\functions\push-broadcast.js","23","json","arrow"
"netlify\functions\push-broadcast.js","33","ensureObject","arrow"
"netlify\functions\push-broadcast.js","40","normaliseAudience","function"
"netlify\functions\push-broadcast.js","51","buildDefaultPayload","arrow"
"netlify\functions\push-broadcast.js","131","handler","function"
"netlify\functions\push-broadcast.js","289","buildAudiencesForType","function"
"netlify\functions\push-broadcast.js","307","dedupeAudiences","function"
"netlify\functions\push-broadcast.js","321","normalizeAudienceShape","function"
"netlify\functions\push-cron-checkin.js","19","json","arrow"
"netlify\functions\push-cron-checkin.js","25","handler","function"
"netlify\functions\push-cron-checkin.js","140","minutesDiff","function"
"netlify\functions\push-send.js","47","json","arrow"
"netlify\functions\push-send.js","57","softFail","arrow"
"netlify\functions\push-send.js","67","handler","function"
"netlify\functions\push-send.js","203","buildSubscriptionQuery","function"
"netlify\functions\push-send.js","255","buildPushPayload","function"
"netlify\functions\push-send.js","257","defaultTitle","arrow"
"netlify\functions\push-send.js","264","defaultBody","arrow"
"netlify\functions\push-send.js","297","buildSendOptions","function"
"netlify\functions\push-send.js","306","defaultActions","function"
"netlify\functions\push-send.js","314","toPushSubscription","function"
"netlify\functions\push-send.js","324","ensureObject","function"
"netlify\functions\ruta-ai-helper.js","23","json","arrow"
"netlify\functions\ruta-ai-helper.js","32","handler","function"
"netlify\functions\ruta-ai-helper.js","104","buildPrompt","function"
"netlify\functions\ruta-ai-helper.js","147","extractText","function"
"netlify\functions\ruta-ai-helper.js","159","parseRouteJSON","function"
"netlify\functions\ruta-ai-helper.js","175","normalizePair","function"
"netlify\functions\ruta-ai-helper.js","183","ensureModel","function"
"netlify\functions\ruta-desvio-handler.js","21","json","arrow"
"netlify\functions\ruta-desvio-handler.js","31","handler","function"
"netlify\functions\ruta-desvio-handler.js","136","fetchActiveRoute","function"
"netlify\functions\ruta-desvio-handler.js","169","fetchRecentUbicaciones","function"
"netlify\functions\ruta-desvio-handler.js","198","fetchLastDesvioEvent","function"
"netlify\functions\ruta-desvio-handler.js","216","insertDesvioEvent","function"
"netlify\functions\ruta-desvio-handler.js","254","resolveDesvioEvent","function"
"netlify\functions\ruta-desvio-handler.js","283","analyseDeviation","function"
"netlify\functions\ruta-desvio-handler.js","314","distancePointToRoute","function"
"netlify\functions\ruta-desvio-handler.js","319","toXY","arrow"
"netlify\functions\ruta-desvio-handler.js","338","distancePointToSegment","function"
"netlify\functions\ruta-desvio-handler.js","360","parseRouteCoords","function"
"netlify\functions\ruta-desvio-handler.js","383","countConsecutive","function"
"netlify\functions\ruta-desvio-handler.js","392","ensureObject","function"
"netlify\functions\ruta-desvio-handler.js","399","round","function"
"netlify\functions\ruta-desvio-handler.js","404","toPositiveInt","function"
"service-worker.js","80","isHttp","arrow"
"service-worker.js","81","isHTML","arrow"
"service-worker.js","84","sameOrigin","arrow"
"service-worker.js","89","stripLiveServerSnippet","arrow"
"service-worker.js","255","trimCache","function"
"service-worker.js","363","parsePushData","function"
"service-worker.js","390","broadcastAlarma","function"
